開催日,格,レース名,競馬場,距離,馬名,父,母,母父,馬主,生産牧場,セリ結果,写真URL
2026/07/26,,3歳未勝利,中京,芝2200m,ダノンミッドナイト,コントレイル,モアナ,キンシャサノキセキ,ダノックス,ノーザンファーム,"18,700万円（セレクトセール）",
2026/07/26,,3歳未勝利,新潟,ダ1800m,トップデュオ,シスキン,デュアルネイチャー,ゴールドシップ,Ｇ１レーシング,社台コーポレーション白老ファーム,,
2026/07/26,,3歳未勝利,札幌,芝1200m,ハルヒメ,マインドユアビスケッツ,ゴルトキルシェ,ステイゴールド,大島　有志生,社台ファーム,"2,200万円（セレクトセール）",
2026/07/26,,3歳未勝利,札幌,芝2000m,ミッキーテネシー,サートゥルナーリア,ミッキーチャーム,ディープインパクト,野田　みづき,三嶋牧場,,
2026/07/26,,木曽川特別,中京,芝2000m,サヴォアフェール,エピファネイア,ナニアヒアヒ,キングカメハメハ,水上　行雄,笠松牧場,,
2026/07/26,G3,東海S,中京,ダ1400m,マテンロウコマンド,ドレフォン,ダイアナヘイロー,キングヘイロー,寺田　千代乃,岡田牧場,"4,510万円（セレクトセール）",
2026/07/26,,麒麟山特別,新潟,ダ1800m,モモンウールー,ドレフォン,ユアスイスイ,ダイワメジャー,ＭＯＭＯレーシング,レイクヴィラファーム,,
2026/08/01,,2歳新馬,札幌,芝1500m,ブルージェイ,シスキン,ネオフレグランス,ネオユニヴァース,キャロットファーム,社台コーポレーション白老ファーム,,
2026/08/01,,2歳新馬,新潟,芝1800m,ホウオウモノポリー,キズナ,インカーヴィル,Wootton Bassett,小笹　芳央,ノーザンファーム,"22,000万円（ノーザンファームミックスセール）",
2026/08/01,,2歳新馬,新潟,芝1400m,ボーデコール,イスラボニータ,エレベル,ディープインパクト,吉田　照哉,社台ファーム,,
2026/08/01,,2歳未勝利,中京,芝2000m,アーデルボーデン,エフフォーリア,リリーピュアハート,ディープインパクト,社台レースホース,社台ファーム,,
2026/08/01,,2歳未勝利,新潟,芝1000m,エストレアボニータ,イスラボニータ,オリヒメ,マジェスティックウォリアー,Ｇ１レーシング,追分ファーム,,
2026/08/01,,2歳未勝利,札幌,芝1800m,ジオ,シスキン,パルクデラモール,ディープインパクト,山本　又一郎,社台コーポレーション白老ファーム,"6,600万円（セレクトセール）",
2026/08/01,,3歳以上1勝クラス,札幌,芝1500m,イヌボウノウタゴエ,シスキン,ドーバーブリーズ,Frankel,嶋田　一成,服部　牧場,,
2026/08/01,,3歳以上1勝クラス,中京,芝2000m,サムシングスイート,サートゥルナーリア,サムシングジャスト,ヴィクトワールピサ,グリーンファーム,那須野,,
2026/08/01,,3歳以上1勝クラス,中京,芝1600m,サーディンラン,レイデオロ,ジョイエピフォラ,Fortify,谷掛　龍夫,社台ファーム,"8,140万円（千葉サラブレッドセール）",
2026/08/01,,3歳以上1勝クラス,新潟,ダ1200m,フィールマイプラン,サトノクラウン,フィールザプリティ,ブラックタイド,櫻井　正,平岡牧場,,
2026/08/01,,3歳未勝利,中京,ダ1800m,サトノグロリア,サートゥルナーリア,ウィープノーモア,Mineshaft,里見　治,ノーザンファーム,"19,800万円（セレクトセール）",
2026/08/01,,3歳未勝利,新潟,ダ1200m,シェリアドレ,ドレフォン,クイーングラス,ルーラーシップ,遠藤　良一,カタオカフアーム,,
2026/08/01,,3歳未勝利,新潟,芝2000m,ジワタネホ,サートゥルナーリア,ビッシュ,ディープインパクト,窪田　芳郎,ノーザンファーム,,
2026/08/01,,3歳未勝利,新潟,ダ1800m,タマモチョコチップ,クリソベリル,タマモジャイブ,ヘニーヒューズ,タマモ,守矢牧場,,
2026/08/01,,3歳未勝利,新潟,ダ1800m,ブライトラン,マインドユアビスケッツ,シャドウカラーズ,キングカメハメハ,岡村　善行,前田ファーム,"1,155万円（北海道サマーセール）",
2026/08/01,,3歳未勝利,札幌,ダ1700m,リテラシー,サートゥルナーリア,ホーリーウーマン,Tawqeet,安原　浩司,アスラン,"4,730万円（セレクトセール）",
2026/08/01,,STV賞,札幌,芝2000m,ヨヒーン,キズナ,レディイヴァンカ,Tiz Wonderful,藤田　晋,ノーザンファーム,"13,200万円（セレクトセール）",
2026/08/01,,豊橋S,中京,芝1600m,ハワイアンティアレ,ロードカナロア,モアニケアラ,マンハッタンカフェ,名古屋友豊,社台ファーム,,
2026/08/02,,2歳新馬,新潟,芝1600m,ニシノトラノスケ,アドマイヤマーズ,ビクトリアスマイル,ノヴェリスト,西山　茂行,カミイスタット,,
2026/08/02,,2歳新馬,札幌,芝1800m,ホウオウプレマ,キタサンブラック,ホウオウピースフル,オルフェーヴル,小笹　芳央,ノーザンファーム,,
2026/08/02,,2歳未勝利,新潟,芝1600m,ノドゥス,キズナ,ヒアトゥウィン,Roi Normand,スリーエイチレーシング,下河辺牧場,,
2026/08/02,,3歳以上1勝クラス,札幌,芝1200m,サトノワーグナー,ロードカナロア,サトノワルキューレ,ディープインパクト,里見　治,下河辺牧場,,
2026/08/02,,3歳以上1勝クラス,札幌,芝2600m,レイデラティエラ,スワーヴリチャード,シウダニーニャ,Leroidesanimaux,一村　哲也,富菜牧場,,
2026/08/02,,3歳未勝利,札幌,芝2000m,ウインベルチェーロ,エピファネイア,コスモチェーロ,Fusaichi Pegasus,ウイン,コスモヴューファーム,,
2026/08/02,,3歳未勝利,新潟,芝1800m,セーヌデローヴ,ダノンキングリー,レローヴ,ヴィクトワールピサ,今中　俊平,小倉スタッド,,
2026/08/02,,3歳未勝利,札幌,ダ1700m,ワンダーブリッツ,クリソベリル,ワンダーマンボ,ワイルドワンダー,草間　庸文,静内フジカワ牧場,,
2026/08/02,G3,クイーンS,札幌,芝1800m,ココナッツブラウン,キタサンブラック,ルアーズストリート,キングカメハメハ,下河辺　隆行,下河辺牧場,,
2026/08/02,,名鉄杯,中京,ダ1800m,クールミラボー,ドレフォン,サンソヴール,キングカメハメハ,Ｇ１レーシング,ノーザンファーム,,
